code_name,barrier,Ir_Partial charge,Ir_Atom SASA,Ir_Buried volume,Ir_Atom H bond H2O,Ir_Fukui+,Ir_Fukui-,Ir_Atom electrophilicity,Ir_Fukui_rad,Ir_Fukui dual,Ir_Atom dipole moment,Ir_Coord. numbers,Ir_Atom Polarizability,Ir_Atom FOD,Ir_Atom dispersion,Ir_Pyramidalization,Ir_Pyramidaliz. volume,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Polarizability,Total FOD,Hardness,Softness,Dispersion area,Dispersion volume,Chem. potential,Electrophilicity,Electrofugality,Nucleofugality,S0-T1 gap
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,9.9,-0.1127,9.1031,72.1747,0,0.0071,0.1338,0.0189,0.0701,-0.1268,0.7464,3.5364,32.1106,0.3677,36.8689,0.0065,0.0867,6.995,-6.1773,0.8176,5.5744,-0.178,4.8426,655.741,-23.5951,-2.9606,-7.0492,344.3213,0.8988,5.7524,0.1738,498.1518,521.8538,-2.6982,0.6328,6.2072,0.8108,57.1717
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,17,0.0343,16.6925,68.1247,0,0.0978,0.101,0.0502,0.099,-0.0032,0.9709,3.4185,32.1245,0.3414,33.4053,0.0055,0.168,7.2704,-6.9328,0.3376,5.9536,0.066,10.4811,510.3285,-20.5025,-1.58,-7.8426,226.0086,0.8585,5.8876,0.1699,367.1898,365.7647,-3.0098,0.7693,6.7229,0.7033,49.0175
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,16.1,0.0563,15.4966,67.2582,0,0.1096,0.1635,0.0514,0.1365,-0.0539,0.874,3.5595,32.1571,0.2324,32.4993,0.0064,0.922,8.4474,-7.2819,1.1655,6.7674,-0.6765,4.7572,448.5175,-16.7724,-3.0193,-7.796,177.1734,0.5085,7.4438,0.1343,315.5679,304.9101,-3.0455,0.6231,7.3905,1.2996,64.0429
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,7.5,-0.1409,7.3126,70.8806,0,0.0358,0.1338,0.0284,0.0848,-0.0979,0.7358,3.6247,32.1544,0.3252,35.537,0.0046,0.0721,6.5175,-6.6403,-0.1228,6.0759,-0.3004,5.5167,454.7289,-19.1887,-4.3579,-7.6703,199.0431,0.843,6.3763,0.1568,325.6873,320.5406,-2.8878,0.6539,6.7298,0.9543,52.703
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,16.5,0.3192,10.35,67.6365,0,0.073,0.187,0.0301,0.13,-0.114,1.0934,3.3863,32.029,0.3336,31.2641,0.0203,0.8132,7.4932,-5.4023,2.0908,5.4219,-1.698,1.1864,450.6839,-30.3432,-5.8099,-6.3873,176.1395,0.7057,7.1198,0.1405,315.0676,301.73,-1.8619,0.2435,5.6653,1.9414,56.4689
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,13.7,0.0745,5.112,71.621,0,0.044,0.1359,0.0321,0.09,-0.0919,0.569,3.3812,31.8435,0.3105,32.6156,0.0006,0.0083,6.3861,-6.5432,-0.1572,6.6089,-0.2064,1.8653,421.5619,-14.3506,-1.5406,-7.9178,172.3539,0.7463,6.8153,0.1467,288.7666,288.7326,-3.2012,0.7518,7.3607,0.9582,57.8854
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,18.5,0.113,10.8102,67.6349,0,0.062,0.1408,0.0354,0.1014,-0.0788,0.9117,3.5222,32.2139,0.3795,33.2866,0.0135,1.3038,6.576,-5.9198,0.6563,5.599,-0.5149,6.0003,516.5011,-23.5214,-3.1481,-7.1183,217.1691,0.8682,6.1139,0.1636,363.7945,351.1699,-2.542,0.5285,6.1274,1.0434,49.0501
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,8.3,0.0618,11.9199,70.05,0,0.097,0.153,0.0361,0.125,-0.056,0.4445,3.4,32.055,0.267,31.8822,0.0472,0.8533,7.4277,-5.9359,1.4918,5.9781,-1.3973,3.5701,401.4796,-15.53,-3,-7.0957,166.6588,0.6602,7.3754,0.1356,275.1127,276.3495,-2.2904,0.3556,6.3337,1.7529,61.29
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,11.8,-0.0859,16.9454,67.7879,0,0.103,0.1325,0.0394,0.1175,-0.0295,0.8215,3.5361,32.0336,0.2157,32.4925,0.0083,0.1092,8.0621,-6.6966,1.3655,6.4883,-1.136,4.0877,417.9659,-17.5554,-3.2351,-7.2903,174.7621,0.4583,7.6243,0.1311,292.3668,286.9143,-2.6761,0.4697,6.9579,1.6057,67.8543
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,13.8,0.1141,7.0848,71.2839,0,0.0642,0.181,0.0311,0.123,-0.1168,0.4469,3.5726,32.7964,0.3472,33.2991,0.0159,2.2723,7.8871,-6.041,1.8461,5.5154,-1.4358,1.831,465.6907,-17.7299,-3.38,-6.6095,189.6286,0.7594,6.9512,0.1439,319.8047,307.1069,-2.0398,0.2993,5.8147,1.7351,57.8521
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,8.6,-0.0699,10.9454,68.6762,0,0.105,0.1738,0.0357,0.1398,-0.0688,0.7583,3.6441,32.4054,0.33,33.808,0.0043,1.0749,7.4571,-6.1194,1.3376,5.3823,-1.575,4.2161,458.8973,-17.1187,-4.4028,-6.5855,190.0377,0.6927,6.9573,0.1438,328.0428,310.3661,-1.9036,0.2604,5.6427,1.8354,56.1281
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,5.5,0.1216,4.9699,75.28,0,0.107,0.154,0.0445,0.13,-0.047,0.6334,2.999,31.946,0.321,32.3153,0.0011,0.2307,7.0676,-6.6684,0.3992,6.5631,-1.0089,2.8453,406.3274,-13.46,-1.99,-7.6569,160.6964,0.7175,7.572,0.1321,291.5629,299.6367,-2.7771,0.5093,7.0724,1.5182,46.38
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,12.2,-0.139,16.285,67.215,0,0.032,0.1155,0.0265,0.074,-0.0835,0.82,3.6305,32.3025,0.3727,33.0871,0.0546,0.8854,6.9332,-6.17,0.7633,5.8117,-0.0149,6.9235,488.3658,-14.6252,-1.965,-7.5439,209.3994,1.01,5.8266,0.1717,340.3767,330.9954,-2.8984,0.7209,6.5327,0.7358,46.5346
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,18.9,0.1527,4.6229,70.4719,0,0.0482,0.1762,0.0268,0.1122,-0.128,0.688,3.5081,32.5113,0.3257,33.9623,0.0097,0.3534,7.7425,-5.8125,1.93,5.3069,-1.4486,6.6929,520.898,-26.8136,-4.0316,-6.5079,205.3996,0.704,6.7555,0.148,363.0668,343.3658,-1.9291,0.2755,5.5824,1.7241,60.0965
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,11.4,0.1507,9.2999,69.96,0,0.033,0.141,0.0337,0.087,-0.108,0.6506,3.526,32.208,0.3879,31.2074,0.0704,1.2819,5.661,-6.7163,-1.0553,6.7351,0.865,3.5039,435.7161,-16.85,-2.84,-8.5384,167.0634,1.1807,5.8701,0.1704,290.423,279.0303,-3.8001,1.23,7.9651,0.365,35.06
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,8.8,-0.1259,15.8345,67.5685,0,0.1124,0.1401,0.0417,0.1259,-0.0277,0.8235,3.5915,32.1374,0.2488,33.3823,0.005,0.6856,7.675,-6.2775,1.3976,6.0383,-1.1201,3.4451,433.2637,-13.6997,-3.4079,-7.1821,186.5987,0.5992,7.1584,0.1397,306.9579,301.8035,-2.4591,0.4225,6.4608,1.5426,61.1893
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,11.9,0.0983,0.158,73.5201,0,0.0232,0.1676,0.0275,0.0954,-0.1444,0.5307,3.6224,32.771,0.413,36.2288,0.0059,0.2176,6.6093,-6.4035,0.2057,5.7182,-0.46,0.6353,492.5245,-13.1423,-1.956,-7.2555,203.0912,0.9759,6.1782,0.1619,344.7945,328.5853,-2.6291,0.5594,6.2776,1.0194,49.601
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,8.3,-0.1696,11.0266,68.7212,0,0.071,0.1321,0.028,0.1012,-0.0611,0.8117,3.6076,32.195,0.2834,34.7832,0.0964,1.1278,7.2793,-5.9856,1.2937,5.5026,-1.3317,5.4775,480.3876,-14.0546,-2.2611,-6.9886,199.238,0.6731,6.8343,0.1463,348.9244,337.116,-2.0854,0.3182,5.8208,1.65,59.4134
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,11.7,0.0878,1.6513,72.1398,0,0.0693,0.1793,0.0382,0.1247,-0.11,0.4235,3.5833,32.792,0.3455,34.2827,0.0257,1.9467,8.0939,-6.592,1.5019,6.0876,-0.944,3.7937,472.9082,-19.4194,-2.4266,-7.2202,181.2341,0.7642,7.0316,0.1422,331.3445,317.7097,-2.5718,0.4703,6.5579,1.4143,56.3524
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,6.1,-0.0932,8.5733,69.3642,0,0.0559,0.1729,0.0384,0.114,-0.117,0.8467,3.687,32.3927,0.4013,34.6956,0.0098,0.6193,6.5095,-6.5989,-0.0894,5.9458,-0.4235,7.3171,470.6036,-20.3312,-3.7758,-7.4601,197.9802,0.9065,6.3693,0.157,335.5065,321.1472,-2.7611,0.5985,6.5442,1.022,49.6676
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,9.7,-0.2027,2.8387,73.923,0,0.1064,0.1404,0.0328,0.1232,-0.034,0.3899,3.6828,32.4449,0.2847,38.4176,0.038,2.2974,7.7881,-6.3575,1.4305,5.4994,-1.5835,4.3286,484.0309,-16.1603,-3.5419,-6.6153,214.7358,0.6305,7.0829,0.1412,360.3852,353.6182,-1.9579,0.2706,5.77,1.8542,57.9738
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,11.8,-0.0517,0,78.521,0,0.0526,0.1475,0.0217,0.1003,-0.0949,0.1848,3.5882,32.6561,0.2899,41.8273,0.0063,0.0798,8.2804,-5.8749,2.4055,5.1698,-1.7782,4.532,537.0547,-19.0557,-2.3351,-6.1777,230.1219,0.6529,6.9479,0.1439,405.4222,395.7845,-1.6958,0.207,5.3767,1.9852,62.573
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5.6,0.1224,9.5299,71.61,0,0.062,0.174,0.0329,0.118,-0.112,0.5994,3.225,32.091,0.3456,31.1595,0.0788,2.3155,7.1539,-5.8827,1.2713,5.8344,-1.1838,5.1216,420.1389,-31.89,-5.92,-6.8911,165.4904,0.8041,7.0182,0.1425,292.6943,287.8322,-2.3253,0.3852,6.2196,1.569,46.93
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_bromide_1_smi1_1_s_1,8.5,-0.1658,0.924,74.614,0,0.0225,0.1176,0.0236,0.0698,-0.0951,0.7132,3.643,32.1971,0.3735,38.6599,0.0059,0.1008,5.7951,-6.7767,-0.9816,5.9603,0.1636,7.6876,534.3601,-19.5548,-2.3492,-7.8872,241.3891,1.0242,5.7967,0.1725,398.3057,406.0975,-3.062,0.8087,6.769,0.6451,40.5814
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,10,-0.1897,6.0055,73.1641,0,0.1573,0.1147,0.0472,0.136,0.0426,0.3794,3.706,32.27,0.1933,39.2314,0.0322,0.7852,8.0473,-7.3638,0.6835,5.6867,-1.1656,9.3936,566.6719,-20.291,-2.0319,-6.9109,266.4036,0.4178,6.8522,0.1459,449.1115,456.7053,-2.2606,0.3729,6.0596,1.5385,63.7069
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,7.6,-0.1215,8.6708,69.7041,0,0.0385,0.1128,0.0293,0.0755,-0.0743,0.8781,3.6711,32.0522,0.3698,35.2807,0.0371,1.1282,5.5944,-6.5395,-0.9451,5.977,0.1324,5.6382,456.2947,-18.5002,-4.2148,-7.9273,200.013,1.0835,5.8446,0.1711,328.4954,320.718,-3.0547,0.7983,6.7753,0.6659,39.7193
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-icn_1_smi1_1_s_1,10.2,-0.1267,1.2665,77.2147,0,0.1588,0.1271,0.0526,0.1432,0.0317,0.4903,3.7098,32.3375,0.1854,41.0247,0.0066,1.5763,8.7241,-8.2402,0.484,6.4598,-1.1091,4.2446,559.5191,-14.3916,-2.2347,-7.2713,265.9396,0.3564,7.5689,0.1321,440.4716,468.6017,-2.6754,0.4728,6.9327,1.5819,67.1575
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,4.8,-0.1076,1.4142,74.122,0,0.1332,0.1646,0.0409,0.1489,-0.0314,0.245,3.726,32.865,0.3081,37.9075,0.0011,0.8747,7.9587,-7.0128,0.9459,5.6384,-1.5626,7.513,481.6621,-22.8713,-3.7735,-6.538,203.9618,0.6367,7.201,0.1389,355.3534,342.9331,-2.0379,0.2884,5.9268,1.851,58.2616
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,13.2,0.0493,2.5376,76.0186,0,0.027,0.1414,0.0282,0.0842,-0.1143,0.8757,3.4077,32.0489,0.297,38.9974,0.0117,0.8765,7.8325,-7.5591,0.2735,6.4602,0.0934,3.5809,638.5156,-14.5755,-2.0078,-7.6597,333.6928,0.7019,6.3668,0.1571,494.2249,521.4627,-3.2768,0.8433,7.3035,0.7498,62.3217
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,16.2,0.0663,16.547,68.1894,0,0.1007,0.101,0.0536,0.101,-0.0003,0.9801,3.429,32.085,0.3274,33.0696,0.0143,0.478,7.2889,-7.0737,0.2151,6.1971,0.1853,8.6555,477.1739,-21.8179,-3.5234,-8.0054,214.1603,0.8469,6.0118,0.1663,337.7076,340.0683,-3.1912,0.847,7.0441,0.6617,49.4828
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,12.3,0.0218,2.919,72.3616,0,0.0461,0.1485,0.0287,0.0972,-0.1024,0.5712,3.5564,32.4336,0.2881,34.2808,0.0287,0.4187,7.8166,-6.151,1.6656,5.9161,-0.9272,2.1289,456.0435,-13.4282,-2.3033,-7.2551,186.9907,0.758,6.8433,0.1461,321.0165,312.4438,-2.4944,0.4546,6.3707,1.3819,57.2336
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,16,0.0119,8.2593,70.3895,0,0.081,0.1064,0.0454,0.0938,-0.0254,0.5692,3.653,32.5128,0.3507,35.7484,0.0067,2.5855,7.0367,-6.8134,0.2233,5.9298,0.1201,7.634,522.5193,-22.2508,-3.8796,-7.7414,238.0633,0.9126,5.8098,0.1721,376.5766,369.4505,-3.0249,0.7875,6.7174,0.6675,47.2873
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,17.7,0.1396,10.8719,68.0225,0,0.0784,0.1796,0.0296,0.1286,-0.1012,1.107,3.432,32.009,0.2574,33.1641,0.003,1.9601,7.6569,-5.9339,1.723,5.4016,-1.7492,4.611,507.2979,-25.7692,-3.9104,-6.5017,214.0734,0.5526,7.1508,0.1398,374.0971,373.3701,-1.8262,0.2332,5.6347,1.9824,63.5687
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,14.2,0.0465,15.0469,67.469,0,0.1046,0.169,0.0418,0.137,-0.0644,0.8542,3.5686,32.2043,0.2621,32.8283,0.0088,1.1906,7.8424,-6.6383,1.2041,6.0128,-1.2279,6.2442,453.0971,-26.6056,-5.8174,-7.0267,185.2693,0.5457,7.2407,0.1381,319.223,305.4088,-2.3925,0.3953,6.4081,1.6231,61.2689
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,11,0.0038,3.34,71.66,0,0.016,0.158,0.0266,0.087,-0.142,0.2956,3.57,32.329,0.4044,34.5526,0.0005,0.0106,6.0761,-6.1567,-0.0806,6.5228,0.7277,2.7468,464.5122,-12.5,-2.56,-8.1254,205.1559,1.0975,5.7951,0.1726,317.0445,310.2791,-3.6253,1.1339,7.6567,0.4062,47.7
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,15.2,0.0875,6.2467,70.0915,0,0.12,0.1616,0.0335,0.1409,-0.0415,0.8181,3.5324,32.2108,0.2834,35.0799,0.0282,0.394,7.9279,-6.4001,1.5277,5.5046,-1.8713,5.3842,475.958,-17.5045,-4.1851,-6.3746,196.224,0.554,7.3759,0.1356,352.969,342.2414,-1.8167,0.2238,5.7284,2.0951,59.0925
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,16,0.2209,5.2377,72.9843,0,0.0825,0.1771,0.0295,0.1296,-0.0946,0.777,3.4654,32.3729,0.3564,33.8264,0.0253,1.0261,7.691,-5.6215,2.0695,5.2087,-1.7367,2.6753,482.2995,-21.3163,-4.0136,-6.1641,203.3791,0.7472,6.9454,0.144,348.5965,343.0259,-1.736,0.217,5.4257,1.9537,53.5104
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,17,0.1109,9.6556,68.9779,0,0.0178,0.156,0.0257,0.0867,-0.1382,1.1181,3.4373,31.959,0.3677,35.7237,0.015,0.192,7.5901,-6.4879,1.1022,5.9498,-0.1296,3.2857,638.4427,-14.1761,-4.1273,-7.2864,321.3707,0.8472,6.0795,0.1645,479.4901,495.0471,-2.9101,0.6965,6.6463,0.8261,58.8257
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,7.2,0.076,0.2443,73.3778,0,0.0354,0.154,0.0324,0.095,-0.1186,0.5558,3.644,32.7074,0.4838,35.9493,0.0252,0.6938,5.8273,-6.4346,-0.6073,5.876,-0.0465,8.5645,482.9091,-27.5618,-3.9859,-7.5596,197.5968,1.1681,5.9225,0.1688,337.1393,321.0352,-2.9148,0.7173,6.5933,0.7637,39.8042
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,10.8,-0.1933,7.4399,69.84,0,0.009,0.121,0.0186,0.065,-0.112,0.8564,3.696,32.37,0.4166,35.9903,0.0036,0.0563,5.3992,-6.5111,-1.1119,6.3646,0.8392,8.0821,521.5841,-15.97,-2.56,-8.2899,233.1158,1.1906,5.5254,0.181,360.4022,350.5918,-3.6019,1.174,7.5386,0.3348,40.86
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,10,-0.1425,1.4006,74.5579,0,0.1017,0.1262,0.0295,0.1137,-0.0245,0.5118,3.6291,32.3167,0.2485,37.9743,0.0127,0.1404,8.2426,-6.7905,1.4521,5.7636,-1.7462,4.6067,477.8377,-21.5908,-3.6255,-6.6066,203.553,0.494,7.5098,0.1332,357.9665,352.2346,-2.0087,0.2687,6.0323,2.0148,63.9763
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,11.2,0.1639,7.0599,72.32,0,0.185,0.148,0.0456,0.166,0.037,0.5657,3.18,31.919,0.3145,33.1569,0.0125,0.8056,7.2419,-6.5781,0.6638,5.9126,-1.7987,8.3027,442.6508,-22.82,-3.26,-6.9029,183.6833,0.5426,7.7113,0.1297,317.9127,324.5473,-2.057,0.2743,6.1869,2.073,60.49
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,18,-0.0086,7.1306,70.9859,0,0.0678,0.1344,0.0385,0.101,-0.0666,0.5838,3.6552,32.536,0.3735,36.2065,0.009,2.5644,7.0575,-6.6325,0.4249,5.769,-0.3255,7.8646,547.0813,-21.3016,-2.472,-7.3445,235.8886,0.8376,6.0945,0.1641,401.1642,386.7605,-2.7218,0.6078,6.3768,0.9333,50.1884
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,4.6,-0.0887,1.5671,77.1157,0,0.1816,0.1771,0.0425,0.1794,0.0045,0.7223,3.4407,32.5325,0.2567,37.9016,0.0522,1.5906,8.3072,-7.0903,1.2168,5.6009,-2.0042,8.6181,505.4124,-17.4505,-1.6303,-6.3442,226.8622,0.4782,7.6051,0.1315,393.1936,406.9174,-1.7984,0.2126,5.8136,2.2168,64.5482
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,15.2,0.1236,1.3814,75.4096,0,0.0141,0.1408,0.0222,0.0773,-0.1267,0.9874,3.5183,32.1664,0.3095,40.1049,0.0181,1.4035,7.626,-6.7666,0.8594,5.9752,-0.2529,2.8971,674.3994,-19.7589,-2.6184,-7.1679,340.4426,0.7595,6.2281,0.1606,518.4197,534.3197,-2.8611,0.6573,6.6325,0.9102,61.4532
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,13.8,0.0095,11.2599,68.0878,0,0.0743,0.129,0.033,0.1015,-0.0547,0.7872,3.5732,32.2585,0.2407,34.2557,0.0088,2.5429,7.9079,-6.7746,1.1333,5.7954,-0.9431,9.1302,501.4778,-21.8404,-2.5022,-7.3737,208.2632,0.5985,6.7385,0.1484,366.3792,353.7388,-2.4262,0.4368,6.2322,1.3798,62.0485
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,8.7,0.1093,1.4119,72.4848,0,0.0555,0.1654,0.0277,0.1104,-0.1099,0.4425,3.5982,32.763,0.4042,34.6495,0.0273,1.2653,7.6633,-5.9982,1.6651,5.2757,-1.3679,3.4392,479.9638,-16.1138,-3.4358,-6.6317,190.4134,0.8876,6.6436,0.1505,337.1391,320.3965,-1.9539,0.2873,5.563,1.6552,51.5159
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,13.6,0.0674,15.6349,66.5902,0,0.0287,0.1507,0.0234,0.0894,-0.122,0.5198,3.4534,32.0247,0.323,31.0535,0.006,0.0857,7.0362,-5.3377,1.6985,5.6959,-1.07,4.6052,451.4022,-25.2777,-3.3768,-6.8663,171.9986,0.7263,6.7659,0.1478,306.0227,290.2373,-2.313,0.3954,6.0913,1.4654,60.2359
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,8.3,0.0965,14.3499,69.2579,0,0.1063,0.1899,0.0285,0.1481,-0.0835,0.1212,3.3691,32.4462,0.3486,31.5376,0.0157,0.7503,7.1878,-5.4164,1.7715,4.9505,-2.0769,4.827,452.5906,-16.4537,-2.8608,-6.2096,182.2498,0.7304,7.0274,0.1423,318.11,312.1565,-1.4368,0.1469,5.0974,2.2238,57.2626
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,8,-0.2082,7.7611,72.6048,0,0.0857,0.1253,0.0462,0.1056,-0.0396,0.1755,3.785,32.6204,0.4026,37.0325,0.0164,0.542,7.0513,-7.3253,-0.274,5.8285,-0.112,3.796,524.8348,-10.4626,-2.891,-7.4346,250.368,0.9078,5.9406,0.1683,389.3266,402.2586,-2.8583,0.6876,6.5162,0.7996,44.27
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,10.4,-0.1197,11.938,68.2702,0,0.0879,0.1388,0.0362,0.1139,-0.0509,0.9042,3.546,31.9643,0.2765,33.8319,0.0071,0.2478,7.4345,-6.4189,1.0156,6.1673,-1.136,2.8018,443.2993,-17.7436,-4.1022,-7.3011,179.7495,0.5774,7.3033,0.1369,315.842,306.0653,-2.5156,0.4333,6.6005,1.5693,62.1001
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,12.5,0.1344,5.1949,71.4876,0,0.0581,0.179,0.039,0.1181,-0.1209,0.093,3.434,32.3649,0.399,32.5333,0,1.7821,6.3456,-6.4324,-0.0868,6.0826,-0.5279,1.9348,441.3682,-9.8096,-1.5637,-7.4527,179.1084,0.9244,6.6105,0.1512,306.4177,301.5543,-2.7773,0.5834,6.666,1.1114,50.2167
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,10.1,0.0253,11.2499,68.37,0,0.027,0.153,0.0273,0.09,-0.126,0.2215,3.519,32.139,0.3996,32.5231,0.0072,0.1295,5.6638,-5.308,0.3558,5.5817,-0.384,5.3319,475.0336,-23.17,-3.84,-7.2122,195.5654,1.0253,5.9657,0.1676,325.8048,310.284,-2.5988,0.5661,6.1478,0.9501,49.28
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,17.3,0.2288,18.0331,65.1398,0,0.0611,0.18,0.0376,0.1203,-0.1189,0.6361,3.4729,32.1288,0.3439,30.4007,0.007,0.3263,7.4402,-5.8428,1.5974,6.0524,-0.7792,5.828,438.388,-28.239,-5.9403,-7.1863,166.3299,0.7564,6.8316,0.1464,294.1681,277.9061,-2.6366,0.5089,6.5612,1.2881,55.4067
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,7.4,-0.1267,8.9672,71.5003,0,0.1644,0.1222,0.0435,0.1433,0.0422,0.9346,3.4511,31.9757,0.2587,35.0696,0.0796,1.0769,8.0073,-6.746,1.2613,6.1814,-1.6359,1.473,427.7019,-7.606,-1.8362,-7.1129,186.1277,0.5023,7.8173,0.1279,313.6285,318.6553,-2.2727,0.3304,6.5118,1.9663,62.3396
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,10.7,0.1582,16.5098,66.65,0,0.057,0.172,0.0311,0.115,-0.115,0.0777,3.552,32.439,0.4165,30.4481,0.0298,1.2511,7.3061,-5.455,1.8511,5.4256,-1.1718,3.4048,429.151,-18.75,-4.57,-6.6787,166.925,0.9299,6.5974,0.1516,290.4353,275.5087,-2.1269,0.3428,5.7684,1.5146,50.04
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,8.9,-0.0308,5.2167,72.7929,0,0.0986,0.1729,0.0398,0.1355,-0.0743,0.5934,3.6315,32.5806,0.2865,35.3,0.0171,1.6197,8.2732,-6.9012,1.372,5.8651,-1.2748,4.303,491.7317,-14.4226,-3.0143,-6.9245,216.2479,0.6188,7.14,0.1401,359.4023,364.7686,-2.2951,0.369,6.2341,1.6439,59.4503
