Reaction,Aryl SMILES,Catalyst Name,Base Name,Solvent Name,Yield
12229,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,LiHMDS,t-AmOH,16.8
12230,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,Cs2CO3,DMSO,1.8
12231,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,Cs2CO3,"1,4-Dioxane",2.4
12232,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,Cs2CO3,DMA,4.2
12233,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,Cs2CO3,t-AmOH,0
12234,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaOtBu,DMSO,0
12235,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaOtBu,"1,4-Dioxane",6.7
12236,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaOtBu,DMA,0
12237,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaOtBu,t-AmOH,0
12238,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,LiHMDS,DMSO,0
12239,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,LiHMDS,"1,4-Dioxane",2.5
12240,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,LiHMDS,DMA,8.1
12241,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,LiHMDS,t-AmOH,3.3
12242,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,Cs2CO3,DMSO,5.6
12243,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",16.4
12244,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,Cs2CO3,DMA,45.7
12245,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,Cs2CO3,t-AmOH,19.5
12246,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaOtBu,DMSO,2
12247,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaOtBu,"1,4-Dioxane",49.3
12248,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaOtBu,DMA,43.5
12249,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaOtBu,t-AmOH,65.1
12250,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,LiHMDS,DMSO,0
12251,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,LiHMDS,"1,4-Dioxane",10.4
12252,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,LiHMDS,DMA,25.4
12253,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,LiHMDS,t-AmOH,22.8
12254,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,P2Et,DMSO,68.2
12255,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,P2Et,"1,4-Dioxane",14.6
12256,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,P2Et,DMA,91
12257,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,P2Et,t-AmOH,34.5
12258,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,NaBHT,DMSO,33.5
12259,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,NaBHT,"1,4-Dioxane",21
12260,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,NaBHT,DMA,29.7
12261,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,NaBHT,t-AmOH,44.4
12262,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,BTMG,DMSO,11.7
12263,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,BTMG,"1,4-Dioxane",15.6
12264,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,BTMG,DMA,27.4
12265,CCCCn1c(C)nc2cc(Br)c(F)cc21,adbrettphos-pd-g3,BTMG,t-AmOH,69.4
12266,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,P2Et,DMSO,69.7
12267,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,P2Et,"1,4-Dioxane",59.6
12268,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,P2Et,DMA,95.4
12269,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,P2Et,t-AmOH,95.9
12270,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,NaBHT,DMSO,16.4
12271,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,NaBHT,"1,4-Dioxane",21.4
12272,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,NaBHT,DMA,11.8
12273,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,NaBHT,t-AmOH,5.8
12274,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,BTMG,DMSO,5.7
12275,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,BTMG,"1,4-Dioxane",1.7
12276,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,BTMG,DMA,1.8
12277,CCCCn1c(C)nc2cc(Br)c(F)cc21,brettphos-pd-g4,BTMG,t-AmOH,2.9
12278,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,P2Et,DMSO,23.5
12279,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,P2Et,"1,4-Dioxane",16.4
12280,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,P2Et,DMA,11.4
12281,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,P2Et,t-AmOH,10.7
12282,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,NaBHT,DMSO,3.6
12283,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,NaBHT,"1,4-Dioxane",0.7
12284,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,NaBHT,DMA,4
12285,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,NaBHT,t-AmOH,3.6
12286,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,BTMG,DMSO,0.4
12287,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,BTMG,"1,4-Dioxane",1.4
12288,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,BTMG,DMA,0.3
12289,CCCCn1c(C)nc2cc(Br)c(F)cc21,gphos-pd-g4,BTMG,t-AmOH,2
12290,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,P2Et,DMSO,69.3
12291,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,P2Et,"1,4-Dioxane",39.4
12292,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,P2Et,DMA,44.1
12293,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,P2Et,t-AmOH,8.4
12294,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,NaBHT,DMSO,8.3
12295,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,NaBHT,"1,4-Dioxane",14.2
12296,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,NaBHT,DMA,7.5
12297,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,NaBHT,t-AmOH,8
12298,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,BTMG,DMSO,11.4
12299,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,BTMG,"1,4-Dioxane",2.7
12300,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,BTMG,DMA,2.5
12301,CCCCn1c(C)nc2cc(Br)c(F)cc21,jackiephos-pd-g3,BTMG,t-AmOH,9.1
12302,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,P2Et,DMSO,95.8
12303,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",58.2
12304,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,P2Et,DMA,83.3
12305,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,P2Et,t-AmOH,89.1
12306,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,NaBHT,DMSO,8.2
12307,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,NaBHT,"1,4-Dioxane",23.1
12308,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,NaBHT,DMA,18.1
12309,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,NaBHT,t-AmOH,31.4
12310,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,BTMG,DMSO,63.5
12311,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",10
12312,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,BTMG,DMA,10.1
12313,CCCCn1c(C)nc2cc(Br)c(F)cc21,p(tbu)3-pd-g4,BTMG,t-AmOH,66.4
12314,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,P2Et,DMSO,54.4
12315,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,P2Et,"1,4-Dioxane",51.6
12316,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,P2Et,DMA,64.7
12317,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,P2Et,t-AmOH,76.8
12318,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,NaBHT,DMSO,14.9
12319,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,NaBHT,"1,4-Dioxane",20.8
12320,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,NaBHT,DMA,20.4
12321,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,NaBHT,t-AmOH,11.7
12322,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,BTMG,DMSO,43.3
12323,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,BTMG,"1,4-Dioxane",6.8
12324,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,BTMG,DMA,13
12325,CCCCn1c(C)nc2cc(Br)c(F)cc21,ruphos-pd-g4,BTMG,t-AmOH,69.3
12326,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,P2Et,DMSO,65.7
12327,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,P2Et,"1,4-Dioxane",56.8
12328,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,P2Et,DMA,78.2
12329,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,P2Et,t-AmOH,74.5
12330,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaBHT,DMSO,7
12331,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaBHT,"1,4-Dioxane",12.5
12332,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaBHT,DMA,7.5
12333,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,NaBHT,t-AmOH,6.4
12334,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,BTMG,DMSO,2.8
12335,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,BTMG,"1,4-Dioxane",0.6
12336,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,BTMG,DMA,0.3
12337,CCCCn1c(C)nc2cc(Br)c(F)cc21,xantphos-pd-g4,BTMG,t-AmOH,8
12338,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,P2Et,DMSO,78.4
12339,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,P2Et,"1,4-Dioxane",76.3
12340,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,P2Et,DMA,91.4
12341,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,P2Et,t-AmOH,85.6
12342,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaBHT,DMSO,15.5
12343,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaBHT,"1,4-Dioxane",21.8
12344,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaBHT,DMA,17
12345,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,NaBHT,t-AmOH,18.9
12346,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,BTMG,DMSO,17.5
12347,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,BTMG,"1,4-Dioxane",5.5
12348,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,BTMG,DMA,2.1
12349,CCCCn1c(C)nc2cc(Br)c(F)cc21,xphos-pd-g4,BTMG,t-AmOH,15.2
12350,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,Cs2CO3,DMSO,2.3
12351,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,Cs2CO3,"1,4-Dioxane",6.5
12352,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,Cs2CO3,DMA,2.8
12353,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,Cs2CO3,t-AmOH,3.9
12354,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,NaOtBu,DMSO,6.1
12355,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,NaOtBu,"1,4-Dioxane",3.2
12356,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,NaOtBu,DMA,4.3
12357,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,NaOtBu,t-AmOH,4
12358,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,LiHMDS,DMSO,3
12359,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,LiHMDS,"1,4-Dioxane",1.3
12360,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,LiHMDS,DMA,2.2
12361,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3,LiHMDS,t-AmOH,4.2
12362,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,DMSO,5.6
12363,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",10.7
12364,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,DMA,9.4
12365,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,t-AmOH,17.7
12366,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,DMSO,5.3
12367,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",2.4
12368,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,DMA,6
12369,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,t-AmOH,3
12370,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiHMDS,DMSO,2.8
12371,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiHMDS,"1,4-Dioxane",3
12372,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiHMDS,DMA,1.4
12373,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiHMDS,t-AmOH,3.3
12374,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,Cs2CO3,DMSO,3.5
12375,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,Cs2CO3,"1,4-Dioxane",1.6
12376,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,Cs2CO3,DMA,4.2
12377,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,Cs2CO3,t-AmOH,2.5
12378,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,NaOtBu,DMSO,5.3
12379,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,NaOtBu,"1,4-Dioxane",1.7
12380,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,NaOtBu,DMA,3.1
12381,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,NaOtBu,t-AmOH,1.9
12382,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,LiHMDS,DMSO,1.3
12383,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,LiHMDS,"1,4-Dioxane",1.3
12384,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,LiHMDS,DMA,1.3
12385,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,gphos-pd-g4,LiHMDS,t-AmOH,0
12386,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,Cs2CO3,DMSO,2.5
12387,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,Cs2CO3,"1,4-Dioxane",6.9
12388,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,Cs2CO3,DMA,3.9
12389,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,Cs2CO3,t-AmOH,6.4
12390,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,NaOtBu,DMSO,3
12391,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,NaOtBu,"1,4-Dioxane",22
12392,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,NaOtBu,DMA,4.8
12393,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,NaOtBu,t-AmOH,3.3
12394,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,LiHMDS,DMSO,2.9
12395,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,LiHMDS,"1,4-Dioxane",1.5
12396,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,LiHMDS,DMA,1.5
12397,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,jackiephos-pd-g3,LiHMDS,t-AmOH,2.1
12398,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,DMSO,35.9
12399,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",30.7
12400,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,DMA,32.9
12401,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,21.1
12402,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,DMSO,9.6
12403,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",5.9
12404,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,DMA,16.1
12405,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,t-AmOH,9.9
12406,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiHMDS,DMSO,4.2
12407,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiHMDS,"1,4-Dioxane",4.7
12408,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiHMDS,DMA,4.6
12409,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiHMDS,t-AmOH,5.7
12410,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,DMSO,46.4
12411,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",14.2
12412,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,DMA,11.1
12413,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,t-AmOH,52.2
12414,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,DMSO,8.5
12415,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",2.6
12416,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,DMA,3.4
12417,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,t-AmOH,3.3
12418,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiHMDS,DMSO,2.8
12419,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiHMDS,"1,4-Dioxane",1.3
12420,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiHMDS,DMA,2.9
12421,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiHMDS,t-AmOH,32
12422,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,Cs2CO3,DMSO,10.5
12423,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,Cs2CO3,"1,4-Dioxane",30.7
12424,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,Cs2CO3,DMA,9.2
12425,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,Cs2CO3,t-AmOH,31.5
12426,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,NaOtBu,DMSO,3.8
12427,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,NaOtBu,"1,4-Dioxane",1.9
12428,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,NaOtBu,DMA,3.6
12429,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,NaOtBu,t-AmOH,2.1
12430,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,LiHMDS,DMSO,1.7
12431,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,LiHMDS,"1,4-Dioxane",1.1
12432,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,LiHMDS,DMA,1.9
12433,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xantphos-pd-g4,LiHMDS,t-AmOH,1
12434,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,DMSO,25.8
12435,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",22.5
12436,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,DMA,23.8
12437,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,t-AmOH,42.3
12438,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,DMSO,6.5
12439,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,"1,4-Dioxane",3.3
12440,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,DMA,4.4
12441,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,t-AmOH,2
