Reaction,Substrate,Catalyst,Base,Solvent,Yield
606,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,BTMG,2-Me-THF,0
607,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,K3PO4,DMSO,0
608,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,K3PO4,"1,4-Dioxane",0
609,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,K3PO4,t-AmOH,0
610,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,K3PO4,DMA,0
611,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,K3PO4,Toluene,0
612,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,cphos-pd-g4,K3PO4,2-Me-THF,0
613,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,P2Et,DMSO,0
614,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,P2Et,"1,4-Dioxane",0
615,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,P2Et,t-AmOH,0
616,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,P2Et,DMA,0
617,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,P2Et,Toluene,10.06949808
618,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,P2Et,2-Me-THF,7.338812248
619,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,LiOTMS,DMSO,0.169402928
620,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,LiOTMS,"1,4-Dioxane",2.94505944
621,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,LiOTMS,t-AmOH,5.605459192
622,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,LiOTMS,DMA,3.469203959
623,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,LiOTMS,Toluene,4.593885784
624,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,LiOTMS,2-Me-THF,1.863199954
625,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,NaOtBu,DMSO,0
626,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",0
627,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,NaOtBu,t-AmOH,0
628,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,NaOtBu,DMA,0
629,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,NaOtBu,Toluene,10.74018076
630,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,NaOtBu,2-Me-THF,8.009494926
631,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,Cs2CO3,DMSO,0
632,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",0
633,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,Cs2CO3,t-AmOH,0
634,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,Cs2CO3,DMA,0
635,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,Cs2CO3,Toluene,10.87984105
636,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,Cs2CO3,2-Me-THF,8.149155219
637,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,BTMG,DMSO,0
638,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,BTMG,"1,4-Dioxane",0
639,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,BTMG,t-AmOH,0
640,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,BTMG,DMA,0
641,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,BTMG,Toluene,5.949796528
642,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,BTMG,2-Me-THF,3.219110697
643,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,K3PO4,DMSO,1.818899547
644,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,K3PO4,"1,4-Dioxane",4.594556058
645,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,K3PO4,t-AmOH,7.254955811
646,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,K3PO4,DMA,5.118700577
647,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,K3PO4,Toluene,6.243382403
648,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,ruphos-pd-g4,K3PO4,2-Me-THF,3.512696572
649,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,P2Et,DMSO,0
650,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",0
651,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,P2Et,t-AmOH,0
652,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,P2Et,DMA,0
653,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,P2Et,Toluene,11.71754257
654,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,P2Et,2-Me-THF,8.986856742
655,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,LiOTMS,DMSO,1.817447422
656,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,LiOTMS,"1,4-Dioxane",4.593103934
657,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,LiOTMS,t-AmOH,7.253503686
658,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,LiOTMS,DMA,5.117248453
659,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,LiOTMS,Toluene,6.241930278
660,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,LiOTMS,2-Me-THF,3.511244448
661,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,NaOtBu,DMSO,0
662,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",0
663,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,NaOtBu,t-AmOH,0
664,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,NaOtBu,DMA,0
665,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,NaOtBu,Toluene,12.38822525
666,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,NaOtBu,2-Me-THF,9.65753942
667,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,Cs2CO3,DMSO,0
668,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",0
669,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,0
670,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,Cs2CO3,DMA,0
671,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,Cs2CO3,Toluene,12.52788554
672,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,Cs2CO3,2-Me-THF,9.797199712
673,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,BTMG,DMSO,0
674,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",0
675,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,BTMG,t-AmOH,0
676,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,BTMG,DMA,0
677,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,BTMG,Toluene,7.597841021
678,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,BTMG,2-Me-THF,4.867155191
679,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,K3PO4,DMSO,3.466944041
680,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,K3PO4,"1,4-Dioxane",6.242600552
681,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,K3PO4,t-AmOH,8.903000304
682,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,K3PO4,DMA,6.766745071
683,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,K3PO4,Toluene,7.891426896
684,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,p(tbu)3-pd-g4,K3PO4,2-Me-THF,5.160741066
685,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,P2Et,DMSO,0.839650987
686,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,P2Et,"1,4-Dioxane",3.615307498
687,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,P2Et,t-AmOH,6.275707251
688,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,P2Et,DMA,4.139452018
689,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,P2Et,Toluene,5.264133843
690,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,P2Et,2-Me-THF,2.533448012
691,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,LiOTMS,DMSO,0
692,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,LiOTMS,"1,4-Dioxane",0
693,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,LiOTMS,t-AmOH,0.800094957
694,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,LiOTMS,DMA,0
695,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,LiOTMS,Toluene,0
696,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,LiOTMS,2-Me-THF,0
697,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,NaOtBu,DMSO,1.510333665
698,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,NaOtBu,"1,4-Dioxane",4.285990176
699,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,NaOtBu,t-AmOH,6.946389929
700,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,NaOtBu,DMA,4.810134695
701,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,NaOtBu,Toluene,5.934816521
702,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,NaOtBu,2-Me-THF,3.20413069
703,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,Cs2CO3,DMSO,1.649993957
704,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,Cs2CO3,"1,4-Dioxane",4.425650469
705,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,Cs2CO3,t-AmOH,7.086050221
706,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,Cs2CO3,DMA,4.949794988
707,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,Cs2CO3,Toluene,6.074476813
708,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,Cs2CO3,2-Me-THF,3.343790983
709,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,BTMG,DMSO,0
710,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,BTMG,"1,4-Dioxane",0
711,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,BTMG,t-AmOH,2.1560057
712,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,BTMG,DMA,0.019750467
713,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,BTMG,Toluene,1.144432292
714,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,BTMG,2-Me-THF,0
715,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,K3PO4,DMSO,0
716,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,K3PO4,"1,4-Dioxane",0
717,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,K3PO4,t-AmOH,2.449591575
718,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,K3PO4,DMA,0.313336342
719,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,K3PO4,Toluene,1.438018167
720,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,empty,K3PO4,2-Me-THF,0
721,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,P2Et,DMSO,0
722,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,P2Et,"1,4-Dioxane",0
723,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,P2Et,t-AmOH,0
724,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,P2Et,DMA,0
725,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,P2Et,Toluene,10.63523823
726,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,P2Et,2-Me-THF,7.904552402
727,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,LiOTMS,DMSO,0.735143083
728,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,LiOTMS,"1,4-Dioxane",3.510799594
729,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,LiOTMS,t-AmOH,6.171199347
730,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,LiOTMS,DMA,4.034944113
731,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,LiOTMS,Toluene,5.159625939
732,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,LiOTMS,2-Me-THF,2.428940108
733,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,NaOtBu,DMSO,0
734,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,NaOtBu,"1,4-Dioxane",0
735,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,NaOtBu,t-AmOH,0
736,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,NaOtBu,DMA,0
737,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,NaOtBu,Toluene,11.30592091
738,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,NaOtBu,2-Me-THF,8.57523508
739,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,Cs2CO3,DMSO,0
740,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",0
741,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,Cs2CO3,t-AmOH,0
742,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,Cs2CO3,DMA,0
743,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,Cs2CO3,Toluene,11.4455812
744,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,Cs2CO3,2-Me-THF,8.714895373
745,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,BTMG,DMSO,0
746,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,BTMG,"1,4-Dioxane",0
747,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,BTMG,t-AmOH,0
748,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,BTMG,DMA,0
749,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,BTMG,Toluene,6.515536682
750,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,BTMG,2-Me-THF,3.784850851
751,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,K3PO4,DMSO,2.384639701
752,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,K3PO4,"1,4-Dioxane",5.160296212
753,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,K3PO4,t-AmOH,7.820695965
754,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,K3PO4,DMA,5.684440732
755,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,K3PO4,Toluene,6.809122557
756,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g4,K3PO4,2-Me-THF,4.078436727
757,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,P2Et,DMSO,0
758,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,P2Et,"1,4-Dioxane",0
759,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,P2Et,t-AmOH,0
760,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,P2Et,DMA,0
761,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,P2Et,Toluene,8.885322062
762,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,P2Et,2-Me-THF,6.154636232
763,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,LiOTMS,DMSO,0
764,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",1.760883424
765,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,LiOTMS,t-AmOH,4.421283176
766,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,LiOTMS,DMA,2.285027943
767,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,LiOTMS,Toluene,3.409709768
768,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,LiOTMS,2-Me-THF,0.679023938
769,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,NaOtBu,DMSO,0
770,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",0
771,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,NaOtBu,t-AmOH,0
772,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,NaOtBu,DMA,0
773,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,NaOtBu,Toluene,9.55600474
774,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,NaOtBu,2-Me-THF,6.82531891
775,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,Cs2CO3,DMSO,0
776,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",0
777,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,Cs2CO3,t-AmOH,0
778,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,Cs2CO3,DMA,0
779,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,Cs2CO3,Toluene,9.695665033
780,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,Cs2CO3,2-Me-THF,6.964979203
781,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,BTMG,DMSO,0
782,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,BTMG,"1,4-Dioxane",0
783,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,BTMG,t-AmOH,0
784,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,BTMG,DMA,0
785,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,BTMG,Toluene,4.765620512
786,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,BTMG,2-Me-THF,2.034934681
787,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,K3PO4,DMSO,0.634723531
788,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,K3PO4,"1,4-Dioxane",3.410380042
789,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,K3PO4,t-AmOH,6.070779795
790,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,K3PO4,DMA,3.934524561
791,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,K3PO4,Toluene,5.059206387
792,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,brettphos-pd-g4,K3PO4,2-Me-THF,2.328520556
793,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,P2Et,DMSO,0
794,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",0
795,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,P2Et,t-AmOH,0
796,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,P2Et,DMA,0
797,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,P2Et,Toluene,0
798,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,P2Et,2-Me-THF,0
799,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,LiOTMS,DMSO,0
800,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",0
801,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,LiOTMS,t-AmOH,0
802,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,LiOTMS,DMA,0
803,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,LiOTMS,Toluene,0
804,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,0
805,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,NaOtBu,DMSO,0
806,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",0
807,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,NaOtBu,t-AmOH,0
808,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,NaOtBu,DMA,0
809,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,xphos-pd-g3-triflate,NaOtBu,Toluene,0
